site,replicate,trap,year,season,bare_ground,litter,rock,protea,restio,erica,strandveld,succ_karoo,tot_veg
12,4,10,2022,October,5,15,40,0,10,30,0,0,40
13,1,1,2022,October,10,10,40,0,15,25,0,0,40
13,1,2,2022,October,10,5,15,0,35,35,0,0,70
13,1,3,2022,October,5,3,27,0,15,50,0,0,65
13,1,4,2022,October,5,10,45,0,30,10,0,0,40
13,1,5,2022,October,5,1,2,0,72,20,0,0,92
13,1,6,2022,October,30,5,5,0,40,20,0,0,60
13,1,7,2022,October,43,25,0,0,30,2,0,0,32
13,1,8,2022,October,43,5,0,0,50,2,0,0,52
13,1,9,2022,October,35,5,10,0,20,30,0,0,50
13,1,10,2022,October,10,10,20,0,50,10,0,0,60
13,2,1,2022,October,20,5,2,0,48,25,0,0,73
13,2,2,2022,October,15,5,35,0,35,10,0,0,45
13,2,3,2022,October,3,10,25,0,15,47,0,0,62
13,2,4,2022,October,15,20,25,0,25,15,0,0,40
13,2,5,2022,October,5,5,20,0,30,40,0,0,70
13,2,6,2022,October,5,5,15,0,25,50,0,0,75
13,2,7,2022,October,10,5,50,0,20,15,0,0,35
13,2,8,2022,October,20,10,28,0,40,2,0,0,42
13,2,9,2022,October,5,10,35,0,35,15,0,0,50
13,2,10,2022,October,10,10,15,0,25,40,0,0,65
13,3,1,2022,October,40,1,19,0,30,10,0,0,40
13,3,2,2022,October,10,5,25,0,50,10,0,0,60
13,3,3,2022,October,5,5,20,0,50,20,0,0,70
13,3,4,2022,October,5,5,63,0,22,5,0,0,27
13,3,5,2022,October,5,5,30,0,40,20,0,0,60
13,3,6,2022,October,5,5,30,0,55,5,0,0,60
13,3,7,2022,October,5,5,15,2,73,0,0,0,75
13,3,8,2022,October,3,3,20,0,69,5,0,0,74
13,3,9,2022,October,10,10,30,0,47,3,0,0,50
13,3,10,2022,October,20,15,15,0,40,10,0,0,50
13,4,1,2022,October,5,5,43,0,45,2,0,0,47
13,4,2,2022,October,5,10,40,0,40,5,0,0,45
13,4,3,2022,October,10,10,30,0,25,25,0,0,50
13,4,4,2022,October,5,3,20,0,62,10,0,0,72
13,4,5,2022,October,10,10,25,5,45,5,0,0,55
13,4,6,2022,October,10,3,52,0,10,25,0,0,35
13,4,7,2022,October,5,5,30,0,50,10,0,0,60
13,4,8,2022,October,15,5,30,0,40,10,0,0,50
13,4,9,2022,October,5,3,30,0,42,20,0,0,62
13,4,10,2022,October,5,10,35,0,35,15,0,0,50
14,1,1,2022,October,5,5,10,0,20,60,0,0,80
14,1,2,2022,October,5,5,0,0,15,75,0,0,90
14,1,3,2022,October,2,5,0,0,25,68,0,0,93
14,1,4,2022,October,20,5,0,0,55,20,0,0,75
14,1,5,2022,October,20,10,0,0,40,30,0,0,70
14,1,6,2022,October,2,15,0,0,68,15,0,0,83
14,1,7,2022,October,2,10,0,0,73,15,0,0,88
14,1,8,2022,October,2,10,0,0,68,20,0,0,88
14,1,9,2022,October,2,5,0,0,68,25,0,0,93
14,1,10,2022,October,3,10,0,0,62,25,0,0,87
14,2,1,2022,October,2,5,20,0,63,10,0,0,73
14,2,2,2022,October,10,2,43,0,25,20,0,0,45
14,2,3,2022,October,5,5,50,0,25,15,0,0,40
14,2,4,2022,October,10,5,40,0,35,10,0,0,45
14,2,5,2022,October,20,5,20,0,25,30,0,0,55
14,2,6,2022,October,10,5,10,0,70,5,0,0,75
14,2,7,2022,October,20,10,10,0,50,10,0,0,60
14,2,8,2022,October,20,5,40,0,20,15,0,0,35
14,2,9,2022,October,35,10,15,0,30,10,0,0,40
14,2,10,2022,October,20,10,0,0,20,50,0,0,70
14,3,1,2022,October,3,2,55,0,20,20,0,0,40
14,3,2,2022,October,10,5,30,0,50,5,0,0,55
14,3,3,2022,October,10,5,20,0,45,20,0,0,65
14,3,4,2022,October,15,5,3,0,57,20,0,0,77
14,3,5,2022,October,5,10,20,0,60,5,0,0,65
14,3,6,2022,October,10,10,30,0,45,5,0,0,50
14,3,7,2022,October,10,2,20,0,63,5,0,0,68
14,3,8,2022,October,30,5,0,0,60,5,0,0,65
14,3,9,2022,October,10,2,45,0,33,10,0,0,43
14,3,10,2022,October,15,10,40,0,30,5,0,0,35
14,4,1,2022,October,30,5,0,0,60,5,0,0,65
14,4,2,2022,October,25,20,0,0,50,5,0,0,55
14,4,3,2022,October,25,10,0,0,60,5,0,0,65
14,4,4,2022,October,52,15,0,0,30,3,0,0,33
14,4,5,2022,October,45,10,0,0,35,10,0,0,45
14,4,6,2022,October,30,5,0,0,60,5,0,0,65
14,4,7,2022,October,45,10,0,0,40,5,0,0,45
14,4,8,2022,October,40,5,0,0,45,10,0,0,55
14,4,9,2022,October,45,5,0,0,40,10,0,0,50
14,4,10,2022,October,30,10,0,0,58,2,0,0,60
15,1,1,2022,October,3,15,0,0,77,5,0,0,82
15,1,2,2022,October,5,10,0,0,20,65,0,0,85
15,1,3,2022,October,10,10,0,0,75,5,0,0,80
15,1,4,2022,October,15,15,0,0,70,0,0,0,70
15,1,5,2022,October,50,5,0,0,25,20,0,0,45
15,1,6,2022,October,15,20,0,0,45,20,0,0,65
15,1,7,2022,October,30,10,0,0,45,15,0,0,60
15,1,8,2022,October,10,20,0,0,65,5,0,0,70
15,1,9,2022,October,20,10,0,0,67,3,0,0,70
15,1,10,2022,October,10,10,0,0,65,15,0,0,80
15,2,1,2022,October,5,10,0,0,75,10,0,0,85
15,2,2,2022,October,50,10,0,0,30,10,0,0,40
15,2,3,2022,October,10,10,0,0,45,35,0,0,80
15,2,4,2022,October,20,5,0,0,60,15,0,0,75
15,2,5,2022,October,20,20,0,15,42,3,0,0,60
15,2,6,2022,October,35,15,0,0,48,2,0,0,50
15,2,7,2022,October,20,10,0,0,55,15,0,0,70
15,2,8,2022,October,35,10,0,0,52,3,0,0,55
15,2,9,2022,October,53,10,0,0,35,2,0,0,37
15,2,10,2022,October,20,10,0,0,50,20,0,0,70
15,3,1,2022,October,10,15,0,0,65,10,0,0,75
15,3,2,2022,October,20,5,0,0,73,2,0,0,75
15,3,3,2022,October,30,5,0,0,63,2,0,0,65
15,3,4,2022,October,35,10,0,0,54,1,0,0,55
15,3,5,2022,October,25,10,0,0,50,15,0,0,65
15,3,6,2022,October,40,10,0,0,49,1,0,0,50
15,3,7,2022,October,40,15,0,0,42,3,0,0,45
15,3,8,2022,October,15,5,0,0,70,10,0,0,80
15,3,9,2022,October,25,5,0,0,68,2,0,0,70
15,3,10,2022,October,15,10,0,0,72,3,0,0,75
15,4,1,2022,October,10,15,5,15,52,3,0,0,70
15,4,2,2022,October,30,3,5,0,60,2,0,0,62
15,4,3,2022,October,68,5,0,0,25,2,0,0,27
15,4,4,2022,October,30,10,0,0,57,3,0,0,60
15,4,5,2022,October,40,10,0,0,47,3,0,0,50
15,4,6,2022,October,53,10,0,0,35,2,0,0,37
15,4,7,2022,October,45,10,0,0,40,5,0,0,45
15,4,8,2022,October,20,5,20,0,35,20,0,0,55
15,4,9,2022,October,40,5,30,0,5,20,0,0,25
15,4,10,2022,October,48,10,0,0,40,2,0,0,42
16,1,1,2022,October,35,10,20,0,32,3,0,0,35
16,1,2,2022,October,20,15,5,0,45,15,0,0,60
16,1,3,2022,October,50,10,5,0,25,10,0,0,35
16,1,4,2022,October,20,10,10,0,58,2,0,0,60
16,1,5,2022,October,35,10,25,0,25,5,0,0,30
16,1,6,2022,October,30,5,10,0,45,10,0,0,55
16,1,7,2022,October,52,5,5,0,35,3,0,0,38
16,1,8,2022,October,45,5,15,0,15,20,0,0,35
16,1,9,2022,October,35,10,5,0,40,10,0,0,50
16,1,10,2022,October,15,5,15,0,60,5,0,0,65
16,2,1,2022,October,47,15,2,0,35,1,0,0,36
16,2,2,2022,October,40,10,0,0,40,10,0,0,50
16,2,3,2022,October,63,10,0,0,25,2,0,0,27
16,2,4,2022,October,35,15,0,0,35,15,0,0,50
16,2,5,2022,October,50,10,0,0,20,20,0,0,40
16,2,6,2022,October,50,10,10,0,25,5,0,0,30
16,2,7,2022,October,30,5,5,0,57,3,0,0,60
16,2,8,2022,October,35,10,0,0,45,10,0,0,55
16,2,9,2022,October,55,5,5,0,25,10,0,0,35
16,2,10,2022,October,50,15,5,0,25,5,0,0,30
16,3,1,2022,October,15,15,25,0,15,30,0,0,45
16,3,2,2022,October,3,5,42,0,30,20,0,0,50
16,3,3,2022,October,5,5,65,0,10,15,0,0,25
16,3,4,2022,October,5,10,25,0,50,10,0,0,60
16,3,5,2022,October,5,10,20,0,60,5,0,0,65
16,3,6,2022,October,5,10,50,0,30,5,0,0,35
16,3,7,2022,October,10,5,30,0,40,15,0,0,55
16,3,8,2022,October,10,15,50,0,10,15,0,0,25
16,3,9,2022,October,10,30,15,0,15,30,0,0,45
16,3,10,2022,October,10,15,10,0,20,45,0,0,65
16,4,1,2022,October,5,20,15,0,45,15,0,0,60
16,4,2,2022,October,5,10,45,0,10,30,0,0,40
16,4,3,2022,October,5,10,35,0,40,10,0,0,50
16,4,4,2022,October,40,5,20,0,25,10,0,0,35
16,4,5,2022,October,5,20,15,0,10,50,0,0,60
16,4,6,2022,October,57,5,30,0,3,5,0,0,8
16,4,7,2022,October,35,15,15,0,20,15,0,0,35
16,4,8,2022,October,20,15,37,0,25,3,0,0,28
16,4,9,2022,October,20,15,30,0,10,25,0,0,35
16,4,10,2022,October,15,30,15,0,30,10,0,0,40
17,1,1,2022,October,25,5,69,0,0,0,0,1,1
17,1,2,2022,October,20,25,50,0,0,0,0,5,5
17,1,3,2022,October,25,25,25,0,0,0,0,25,25
17,1,4,2022,October,55,25,20,0,0,0,0,0,0
17,1,5,2022,October,40,10,30,0,0,0,0,20,20
17,1,6,2022,October,55,5,40,0,0,0,0,0,0
17,1,7,2022,October,50,10,35,0,0,0,0,5,5
17,1,8,2022,October,35,10,35,0,0,0,0,20,20
17,1,9,2022,October,15,25,50,0,0,0,0,10,10
17,1,10,2022,October,20,15,20,0,0,0,0,45,45
17,2,1,2022,October,20,15,30,0,0,0,0,35,35
17,2,2,2022,October,20,20,60,0,0,0,0,0,0
17,2,3,2022,October,20,10,45,0,0,0,0,25,25
17,2,4,2022,October,15,15,50,0,0,0,0,20,20
17,2,5,2022,October,20,5,75,0,0,0,0,0,0
17,2,6,2022,October,20,10,60,0,0,0,0,10,10
17,2,7,2022,October,15,10,55,0,0,0,0,20,20
17,2,8,2022,October,30,5,35,0,0,0,0,30,30
17,2,9,2022,October,15,15,60,0,0,0,0,10,10
17,2,10,2022,October,20,25,50,0,0,0,0,5,5
17,3,1,2022,October,20,20,45,0,0,0,0,15,15
17,3,2,2022,October,15,55,30,0,0,0,0,0,0
17,3,3,2022,October,65,15,20,0,0,0,0,0,0
17,3,4,2022,October,55,20,15,0,0,0,0,10,10
17,3,5,2022,October,15,20,65,0,0,0,0,0,0
17,3,6,2022,October,15,20,60,0,0,0,0,5,5
17,3,7,2022,October,15,15,70,0,0,0,0,0,0
17,3,8,2022,October,20,15,65,0,0,0,0,0,0
17,3,9,2022,October,25,25,40,0,0,0,0,10,10
17,3,10,2022,October,15,30,30,0,0,0,0,25,25
17,4,1,2022,October,25,15,55,0,0,0,0,5,5
17,4,2,2022,October,35,5,50,0,0,0,0,10,10
17,4,3,2022,October,25,10,65,0,0,0,0,0,0
17,4,4,2022,October,20,10,50,0,0,0,0,20,20
17,4,5,2022,October,20,10,40,0,0,0,0,30,30
17,4,6,2022,October,30,15,55,0,0,0,0,0,0
17,4,7,2022,October,35,15,50,0,0,0,0,0,0
17,4,8,2022,October,35,10,50,0,0,0,0,5,5
17,4,9,2022,October,10,15,15,0,0,0,0,60,60
17,4,10,2022,October,20,15,40,0,0,0,0,25,25
1,1,1,2023,March,55,25,0,0,0,0,20,0,20
1,1,2,2023,March,35,10,0,0,0,0,55,0,55
1,1,3,2023,March,30,20,0,0,0,0,50,0,50
1,1,4,2023,March,15,20,0,0,0,0,65,0,65
1,1,5,2023,March,80,5,0,0,0,0,15,0,15
1,1,6,2023,March,20,10,0,0,0,0,10,0,10
1,1,7,2023,March,80,10,0,0,0,0,10,0,10
1,1,8,2023,March,70,5,0,0,0,0,25,0,25
1,1,9,2023,March,65,15,0,0,0,0,20,0,20
1,1,10,2023,March,75,5,0,0,0,0,20,0,20
1,2,1,2023,March,30,5,0,0,0,0,65,0,65
1,2,2,2023,March,30,20,0,0,0,0,50,0,50
1,2,3,2023,March,55,10,0,0,0,0,35,0,35
1,2,4,2023,March,25,25,0,0,0,0,50,0,50
1,2,5,2023,March,5,10,0,0,0,0,85,0,85
1,2,6,2023,March,60,15,0,0,0,0,25,0,25
1,2,7,2023,March,55,10,0,0,0,0,35,0,35
1,2,8,2023,March,75,5,0,0,0,0,20,0,20
1,2,9,2023,March,40,20,0,0,0,0,40,0,40
1,2,10,2023,March,70,10,0,0,0,0,20,0,20
1,3,1,2023,March,50,15,0,0,0,0,35,0,35
1,3,2,2023,March,30,25,0,0,0,0,45,0,45
1,3,3,2023,March,55,25,0,0,0,0,20,0,20
1,3,4,2023,March,55,25,0,0,0,0,20,0,20
1,3,5,2023,March,15,15,0,0,0,0,70,0,70
1,3,6,2023,March,70,5,0,0,0,0,25,0,25
1,3,7,2023,March,25,15,0,0,0,0,60,0,60
1,3,8,2023,March,30,10,0,0,0,0,60,0,60
1,3,9,2023,March,50,20,0,0,0,0,30,0,30
1,3,10,2023,March,65,15,0,0,0,0,20,0,20
1,4,1,2023,March,40,5,0,0,0,0,55,0,55
1,4,2,2023,March,60,15,0,0,0,0,25,0,25
1,4,3,2023,March,45,25,0,0,0,0,30,0,30
1,4,4,2023,March,55,10,0,0,0,0,35,0,35
1,4,5,2023,March,60,15,0,0,0,0,25,0,25
1,4,6,2023,March,65,5,0,0,0,0,30,0,30
1,4,7,2023,March,50,30,0,0,0,0,20,0,20
1,4,8,2023,March,75,20,0,0,0,0,5,0,5
1,4,9,2023,March,25,20,0,0,0,0,55,0,55
1,4,10,2023,March,50,15,0,0,0,0,35,0,35
2,1,1,2023,March,20,55,0,0,5,20,0,0,25
2,1,2,2023,March,30,40,0,0,5,25,0,0,30
2,1,3,2023,March,15,30,0,0,40,15,0,0,55
2,1,4,2023,March,55,30,0,0,5,10,0,0,15
2,1,5,2023,March,85,10,0,0,0,5,0,0,5
2,1,6,2023,March,10,60,0,0,25,5,0,0,30
2,1,7,2023,March,30,15,0,0,55,0,0,0,55
2,1,8,2023,March,20,35,0,0,5,40,0,0,45
2,1,9,2023,March,45,20,0,25,5,5,0,0,35
2,1,10,2023,March,15,55,0,0,25,5,0,0,30
2,2,1,2023,March,60,25,5,0,5,5,0,0,10
2,2,2,2023,March,65,15,0,0,5,15,0,0,20
2,2,3,2023,March,20,65,0,0,10,5,0,0,15
2,2,4,2023,March,25,10,0,0,50,15,0,0,65
2,2,5,2023,March,39,10,0,0,50,1,0,0,51
2,2,6,2023,March,40,25,5,0,5,25,0,0,30
2,2,7,2023,March,60,15,5,0,0,20,0,0,20
2,2,8,2023,March,30,30,35,0,0,5,0,0,5
2,2,9,2023,March,25,30,25,0,0,20,0,0,20
2,2,10,2023,March,65,15,0,0,0,20,0,0,20
2,3,1,2023,March,45,35,0,0,5,15,0,0,20
2,3,2,2023,March,25,10,0,0,60,5,0,0,65
2,3,3,2023,March,80,5,0,0,10,5,0,0,15
2,3,4,2023,March,15,65,0,5,15,0,0,0,20
2,3,5,2023,March,50,15,0,0,35,0,0,0,35
2,3,6,2023,March,15,63,0,2,15,5,0,0,22
2,3,7,2023,March,20,40,0,0,25,15,0,0,40
2,3,8,2023,March,58,15,0,0,2,25,0,0,27
2,3,9,2023,March,50,15,0,0,5,30,0,0,35
2,3,10,2023,March,25,50,0,0,5,20,0,0,25
2,4,1,2023,March,5,30,0,0,5,60,0,0,65
2,4,2,2023,March,45,20,0,0,10,25,0,0,35
2,4,3,2023,March,40,20,0,0,15,25,0,0,40
2,4,4,2023,March,35,50,0,0,10,5,0,0,15
2,4,5,2023,March,45,35,0,0,5,15,0,0,20
2,4,6,2023,March,25,30,0,25,15,5,0,0,45
2,4,7,2023,March,55,35,0,0,5,5,0,0,10
2,4,8,2023,March,25,10,0,55,10,0,0,0,65
2,4,9,2023,March,35,20,0,0,35,10,0,0,45
2,4,10,2023,March,50,20,0,15,5,10,0,0,30
3,1,1,2023,March,25,15,50,0,0,10,0,0,10
3,1,2,2023,March,40,10,40,0,0,10,0,0,10
3,1,3,2023,March,50,5,40,0,0,5,0,0,5
3,1,4,2023,March,55,10,35,0,0,0,0,0,0
3,1,5,2023,March,30,10,10,0,0,50,0,0,50
3,1,6,2023,March,68,15,15,0,0,2,0,0,2
3,1,7,2023,March,5,15,30,20,0,30,0,0,50
3,1,8,2023,March,60,5,25,0,0,10,0,0,10
3,1,9,2023,March,50,10,35,0,5,0,0,0,5
3,1,10,2023,March,40,20,40,0,0,0,0,0,0
3,2,1,2023,March,40,10,25,0,0,25,0,0,25
3,2,2,2023,March,40,15,10,0,0,35,0,0,35
3,2,3,2023,March,35,15,15,0,10,25,0,0,35
3,2,4,2023,March,45,5,10,0,10,30,0,0,40
3,2,5,2023,March,40,5,10,0,25,20,0,0,45
3,2,6,2023,March,25,10,5,0,10,50,0,0,60
3,2,7,2023,March,25,5,25,0,15,30,0,0,45
3,2,8,2023,March,50,10,15,0,10,15,0,0,25
3,2,9,2023,March,20,15,15,0,10,40,0,0,50
3,2,10,2023,March,35,15,10,0,10,30,0,0,40
3,3,1,2023,March,40,20,25,0,15,0,0,0,15
3,3,2,2023,March,30,15,10,0,20,25,0,0,45
3,3,3,2023,March,33,30,2,0,25,10,0,0,35
3,3,4,2023,March,30,15,5,30,20,0,0,0,50
3,3,5,2023,March,40,15,5,0,20,20,0,0,40
3,3,6,2023,March,40,25,5,0,0,30,0,0,30
3,3,7,2023,March,45,20,5,0,0,30,0,0,30
3,3,8,2023,March,40,15,5,0,0,40,0,0,40
3,3,9,2023,March,60,10,5,0,0,25,0,0,25
3,3,10,2023,March,40,15,5,0,0,40,0,0,40
3,4,1,2023,March,69,5,1,0,0,25,0,0,25
3,4,2,2023,March,39,20,1,0,20,20,0,0,40
3,4,3,2023,March,44,50,1,0,0,5,0,0,5
3,4,4,2023,March,59,20,5,0,15,1,0,0,16
3,4,5,2023,March,40,15,5,25,10,5,0,0,40
3,4,6,2023,March,24,15,1,20,15,25,0,0,60
3,4,7,2023,March,28,30,2,0,10,30,0,0,40
3,4,8,2023,March,5,70,0,0,10,15,0,0,25
3,4,9,2023,March,20,54,1,0,15,10,0,0,25
3,4,10,2023,March,15,49,1,0,10,25,0,0,35
4,1,1,2023,March,45,10,20,0,20,5,0,0,25
4,1,2,2023,March,30,10,5,0,10,45,0,0,55
4,1,3,2023,March,44,20,1,0,0,35,0,0,35
4,1,4,2023,March,40,10,0,5,5,40,0,0,50
4,1,5,2023,March,5,10,40,0,10,35,0,0,45
4,1,6,2023,March,15,10,25,0,15,35,0,0,50
4,1,7,2023,March,20,10,10,0,1,59,0,0,60
4,1,8,2023,March,20,10,10,0,1,59,0,0,60
4,1,9,2023,March,60,20,5,0,0,15,0,0,15
4,1,10,2023,March,40,20,10,0,20,10,0,0,30
4,2,1,2023,March,30,15,10,25,15,5,0,0,45
4,2,2,2023,March,40,15,5,0,0,40,0,0,40
4,2,3,2023,March,40,10,5,5,0,40,0,0,45
4,2,4,2023,March,35,25,0,10,10,20,0,0,40
4,2,5,2023,March,30,15,5,15,25,10,0,0,50
4,2,6,2023,March,35,10,0,0,15,40,0,0,55
4,2,7,2023,March,25,25,0,0,25,25,0,0,50
4,2,8,2023,March,30,20,5,25,5,15,0,0,45
4,2,9,2023,March,45,15,5,15,0,20,0,0,35
4,2,10,2023,March,15,35,0,20,20,10,0,0,50
4,3,1,2023,March,40,15,5,0,15,25,0,0,40
4,3,2,2023,March,10,15,0,50,15,10,0,0,75
4,3,3,2023,March,25,10,5,25,30,5,0,0,60
4,3,4,2023,March,35,10,5,15,10,25,0,0,50
4,3,5,2023,March,45,10,0,5,5,35,0,0,45
4,3,6,2023,March,15,15,0,0,20,50,0,0,70
4,3,7,2023,March,39,10,1,0,20,30,0,0,50
4,3,8,2023,March,33,10,2,0,15,40,0,0,55
4,3,9,2023,March,35,20,5,0,25,15,0,0,40
4,3,10,2023,March,65,10,0,0,15,10,0,0,25
4,4,1,2023,March,25,15,20,10,10,20,0,0,40
4,4,2,2023,March,25,25,10,25,15,0,0,0,40
4,4,3,2023,March,15,15,25,0,20,25,0,0,45
4,4,4,2023,March,25,20,15,0,5,35,0,0,40
4,4,5,2023,March,30,15,25,0,5,25,0,0,30
4,4,6,2023,March,15,5,20,20,15,25,0,0,60
4,4,7,2023,March,25,5,35,0,20,15,0,0,35
4,4,8,2023,March,35,10,15,0,15,25,0,0,40
4,4,9,2023,March,10,5,70,0,5,10,0,0,15
4,4,10,2023,March,20,10,50,0,0,20,0,0,20
5,1,1,2023,March,20,39,20,1,10,10,0,0,21
5,1,2,2023,March,20,5,10,20,15,30,0,0,65
5,1,3,2023,March,10,15,40,0,20,15,0,0,35
5,1,4,2023,March,15,10,10,5,15,45,0,0,65
5,1,5,2023,March,10,5,50,0,20,15,0,0,35
5,1,6,2023,March,15,10,20,0,25,30,0,0,55
5,1,7,2023,March,5,10,40,10,5,30,0,0,45
5,1,8,2023,March,20,5,10,15,30,20,0,0,65
5,1,9,2023,March,20,20,15,0,25,20,0,0,45
5,1,10,2023,March,10,5,10,30,5,40,0,0,75
5,2,1,2023,March,10,10,30,0,20,30,0,0,50
5,2,2,2023,March,15,15,20,0,20,30,0,0,50
5,2,3,2023,March,10,10,30,0,30,20,0,0,50
5,2,4,2023,March,15,10,20,0,15,40,0,0,55
5,2,5,2023,March,15,5,30,0,10,40,0,0,50
5,2,6,2023,March,15,8,2,0,15,60,0,0,75
5,2,7,2023,March,15,5,20,0,40,20,0,0,60
5,2,8,2023,March,15,5,15,25,20,20,0,0,65
5,2,9,2023,March,10,5,10,35,20,20,0,0,75
5,2,10,2023,March,15,15,20,0,20,30,0,0,50
5,3,1,2023,March,25,30,15,0,25,5,0,0,30
5,3,2,2023,March,15,20,30,0,20,15,0,0,35
5,3,3,2023,March,20,15,25,0,25,15,0,0,40
5,3,4,2023,March,5,35,25,0,15,20,0,0,35
5,3,5,2023,March,0,30,70,0,0,0,0,0,0
5,3,6,2023,March,10,10,55,0,10,15,0,0,25
5,3,7,2023,March,10,55,15,0,5,15,0,0,20
5,3,8,2023,March,10,55,10,0,15,10,0,0,25
5,3,9,2023,March,10,35,15,5,10,25,0,0,40
5,3,10,2023,March,10,15,50,0,10,15,0,0,25
5,4,1,2023,March,25,15,30,0,15,15,0,0,30
5,4,2,2023,March,15,20,20,0,15,30,0,0,45
5,4,3,2023,March,5,35,40,0,15,5,0,0,20
5,4,4,2023,March,10,15,25,0,15,35,0,0,50
5,4,5,2023,March,5,60,20,0,10,5,0,0,15
5,4,6,2023,March,15,25,50,0,10,0,0,0,10
5,4,7,2023,March,10,25,35,0,25,5,0,0,30
5,4,8,2023,March,5,20,40,0,15,20,0,0,35
5,4,9,2023,March,5,25,40,10,5,15,0,0,30
5,4,10,2023,March,5,5,20,10,25,35,0,0,70
6,1,1,2023,March,75,5,0,0,5,15,0,0,20
6,1,2,2023,March,60,20,0,0,20,0,0,0,20
6,1,3,2023,March,58,10,5,1,25,1,0,0,27
6,1,4,2023,March,53,10,0,0,35,2,0,0,37
6,1,5,2023,March,25,15,0,0,60,0,0,0,60
6,1,6,2023,March,59,15,1,0,25,0,0,0,25
6,1,7,2023,March,79,15,1,0,5,0,0,0,5
6,1,8,2023,March,53,5,2,0,15,25,0,0,40
6,1,9,2023,March,60,10,0,0,5,25,0,0,30
6,1,10,2023,March,74,15,1,0,5,5,0,0,10
6,2,1,2023,March,10,15,25,0,40,10,0,0,50
6,2,2,2023,March,30,10,20,0,30,10,0,0,40
6,2,3,2023,March,10,10,25,0,45,10,0,0,55
6,2,4,2023,March,20,20,15,0,30,15,0,0,45
6,2,5,2023,March,55,5,15,0,15,10,0,0,25
6,2,6,2023,March,25,20,30,0,20,5,0,0,25
6,2,7,2023,March,25,5,5,0,65,0,0,0,65
6,2,8,2023,March,10,10,25,0,55,0,0,0,55
6,2,9,2023,March,20,10,25,0,20,25,0,0,45
6,2,10,2023,March,30,5,20,0,25,20,0,0,45
6,3,1,2023,March,20,10,40,0,15,15,0,0,30
6,3,2,2023,March,20,10,25,0,30,15,0,0,45
6,3,3,2023,March,30,10,5,0,45,10,0,0,55
6,3,4,2023,March,48,15,2,0,30,5,0,0,35
6,3,5,2023,March,30,15,5,0,50,0,0,0,50
6,3,6,2023,March,34,10,1,0,45,10,0,0,55
6,3,7,2023,March,25,10,5,0,55,5,0,0,60
6,3,8,2023,March,15,10,25,0,40,10,0,0,50
6,3,9,2023,March,10,15,20,0,40,15,0,0,55
6,3,10,2023,March,29,5,30,1,25,10,0,0,36
6,4,1,2023,March,39,5,30,0,25,1,0,0,26
6,4,2,2023,March,25,5,30,0,30,10,0,0,40
6,4,3,2023,March,25,10,15,0,40,10,0,0,50
6,4,4,2023,March,45,5,15,0,30,5,0,0,35
6,4,5,2023,March,25,15,10,0,45,5,0,0,50
6,4,6,2023,March,50,5,15,0,25,5,0,0,30
6,4,7,2023,March,25,5,20,20,20,10,0,0,50
6,4,8,2023,March,25,10,10,0,55,0,0,0,55
6,4,9,2023,March,25,15,30,0,20,10,0,0,30
6,4,10,2023,March,30,5,25,0,35,5,0,0,40
7,1,1,2023,March,35,5,15,0,20,25,0,0,45
7,1,2,2023,March,30,5,10,0,50,5,0,0,55
7,1,3,2023,March,60,5,5,0,5,25,0,0,30
7,1,4,2023,March,15,10,15,0,20,40,0,0,60
7,1,5,2023,March,40,5,15,0,20,20,0,0,40
7,1,6,2023,March,35,15,5,0,15,30,0,0,45
7,1,7,2023,March,25,10,5,0,45,15,0,0,60
7,1,8,2023,March,50,5,5,0,0,20,0,0,20
7,1,9,2023,March,40,5,20,0,5,30,0,0,35
7,1,10,2023,March,40,5,20,0,10,25,0,0,35
7,2,1,2023,March,10,10,10,0,15,55,0,0,70
7,2,2,2023,March,40,10,10,0,15,25,0,0,40
7,2,3,2023,March,30,10,15,0,10,35,0,0,45
7,2,4,2023,March,25,5,5,0,25,40,0,0,65
7,2,5,2023,March,45,5,15,0,15,20,0,0,35
7,2,6,2023,March,25,10,25,0,10,30,0,0,40
7,2,7,2023,March,20,5,35,0,25,15,0,0,40
7,2,8,2023,March,20,5,45,0,25,5,0,0,30
7,2,9,2023,March,30,10,10,0,15,35,0,0,50
7,2,10,2023,March,35,10,5,0,15,35,0,0,50
7,3,1,2023,March,30,5,15,0,25,25,0,0,50
7,3,2,2023,March,45,5,10,0,10,30,0,0,40
7,3,3,2023,March,45,5,5,5,10,30,0,0,45
7,3,4,2023,March,55,5,5,0,15,20,0,0,35
7,3,5,2023,March,48,10,5,2,10,25,0,0,37
7,3,6,2023,March,55,15,5,0,10,15,0,0,25
7,3,7,2023,March,30,20,5,0,10,35,0,0,45
7,3,8,2023,March,25,10,10,0,10,45,0,0,55
7,3,9,2023,March,55,5,5,0,15,20,0,0,35
7,3,10,2023,March,64,5,10,0,20,1,0,0,21
7,4,1,2023,March,50,5,5,0,35,5,0,0,40
7,4,2,2023,March,70,5,5,0,15,5,0,0,20
7,4,3,2023,March,54,5,5,0,35,1,0,0,36
7,4,4,2023,March,40,5,5,0,10,40,0,0,50
7,4,5,2023,March,49,10,1,0,15,25,0,0,40
7,4,6,2023,March,10,5,5,0,15,65,0,0,80
7,4,7,2023,March,48,5,2,0,40,5,0,0,45
7,4,8,2023,March,44,15,1,0,10,30,0,0,40
7,4,9,2023,March,38,5,2,0,25,30,0,0,55
