site,replicate,trap,year,season,bare_ground,litter,rock,veg
2,2,4,2003,March,60,0,10,30
2,2,5,2003,March,40,10,10,40
2,2,6,2003,March,20,80,0,0
2,2,7,2003,March,90,10,0,0
2,2,8,2003,March,60,0,0,40
2,2,9,2003,March,85,0,0,15
2,2,10,2003,March,10,0,0,90
2,3,1,2003,March,95,0,0,5
2,3,2,2003,March,70,10,10,10
2,3,3,2003,March,80,0,0,20
2,3,4,2003,March,80,10,0,10
2,3,5,2003,March,70,20,0,10
2,3,6,2003,March,80,5,0,15
2,3,7,2003,March,80,15,0,5
2,3,8,2003,March,90,5,0,5
2,3,9,2003,March,70,20,0,10
2,3,10,2003,March,60,40,0,0
2,4,1,2003,March,60,20,0,20
2,4,2,2003,March,80,0,0,20
2,4,3,2003,March,45,0,10,45
2,4,4,2003,March,70,0,5,25
2,4,5,2003,March,65,0,0,35
2,4,6,2003,March,65,0,5,30
2,4,7,2003,March,60,20,0,20
2,4,8,2003,March,60,10,0,30
2,4,9,2003,March,70,10,0,20
2,4,10,2003,March,80,0,0,20
3,1,1,2003,March,65,0,15,20
3,1,2,2003,March,65,0,15,20
3,1,3,2003,March,75,0,5,20
3,1,4,2003,March,60,0,20,20
3,1,5,2003,March,70,0,0,30
3,1,6,2003,March,70,0,10,20
3,1,7,2003,March,70,0,5,25
3,1,8,2003,March,70,0,5,25
3,1,9,2003,March,65,10,0,25
3,1,10,2003,March,60,0,20,20
3,2,1,2003,March,60,10,15,15
3,2,2,2003,March,60,0,10,30
3,2,3,2003,March,50,0,0,50
3,2,4,2003,March,40,0,0,60
3,2,5,2003,March,60,0,0,40
3,2,6,2003,March,60,15,5,20
3,2,7,2003,March,55,0,5,40
3,2,8,2003,March,60,0,0,40
3,2,9,2003,March,65,0,0,35
3,2,10,2003,March,40,0,20,40
3,3,1,2003,March,10,0,0,90
3,3,2,2003,March,50,0,0,50
3,3,3,2003,March,80,0,0,20
3,3,4,2003,March,75,0,15,10
3,3,5,2003,March,15,0,0,85
3,3,6,2003,March,60,10,0,30
3,3,7,2003,March,60,20,0,20
3,3,8,2003,March,65,15,0,20
3,3,9,2003,March,60,0,0,40
3,3,10,2003,March,40,10,0,50
3,4,1,2003,March,60,20,10,10
3,4,2,2003,March,55,30,15,0
3,4,3,2003,March,75,0,15,10
3,4,4,2003,March,55,0,5,40
3,4,5,2003,March,60,0,0,40
3,4,6,2003,March,80,10,0,10
3,4,7,2003,March,75,10,15,0
3,4,8,2003,March,40,50,0,10
3,4,9,2003,March,60,0,0,40
3,4,10,2003,March,70,10,0,20
4,1,1,2003,March,60,10,0,30
4,1,2,2003,March,50,10,0,40
4,1,3,2003,March,45,0,0,55
4,1,4,2003,March,55,10,15,20
4,1,5,2003,March,40,0,0,60
4,1,6,2003,March,40,0,20,40
4,1,7,2003,March,55,10,5,30
4,1,8,2003,March,60,5,15,20
4,1,9,2003,March,40,10,0,50
4,1,10,2003,March,55,5,15,25
4,2,1,2003,March,60,10,15,15
4,2,2,2003,March,70,10,10,10
4,2,3,2003,March,50,15,0,35
4,2,4,2003,March,40,15,5,40
4,2,5,2003,March,45,40,0,15
4,2,6,2003,March,35,20,0,45
4,2,7,2003,March,25,10,0,65
4,2,8,2003,March,30,10,0,60
4,2,9,2003,March,60,10,30,0
4,2,10,2003,March,40,30,0,30
4,3,1,2003,March,35,15,0,50
4,3,2,2003,March,45,15,0,40
4,3,3,2003,March,45,5,0,50
4,3,4,2003,March,15,25,0,60
4,3,5,2003,March,15,75,0,10
4,3,6,2003,March,40,5,0,55
4,3,7,2003,March,45,15,0,40
4,3,8,2003,March,40,10,0,50
4,3,9,2003,March,55,20,0,25
4,3,10,2003,March,45,10,5,40
4,4,1,2003,March,65,15,0,20
4,4,2,2003,March,50,15,0,35
4,4,3,2003,March,60,10,20,10
4,4,4,2003,March,35,15,20,30
4,4,5,2003,March,20,0,15,65
4,4,6,2003,March,25,5,15,55
4,4,7,2003,March,50,5,25,20
4,4,8,2003,March,5,60,0,35
4,4,9,2003,March,50,5,40,5
4,4,10,2003,March,40,45,15,0
5,1,1,2003,March,15,5,40,40
5,1,2,2003,March,0,0,50,50
5,1,3,2003,March,15,0,50,35
5,1,4,2003,March,20,0,30,50
5,1,5,2003,March,25,5,30,40
5,1,6,2003,March,15,0,45,40
5,1,7,2003,March,5,0,50,45
5,1,8,2003,March,10,0,55,35
5,1,9,2003,March,5,0,30,65
5,1,10,2003,March,45,10,25,20
5,2,1,2003,March,5,80,0,15
5,2,2,2003,March,40,0,0,60
5,2,3,2003,March,30,0,0,70
5,2,4,2003,March,50,20,0,30
5,2,5,2003,March,60,20,0,20
5,2,6,2003,March,20,0,10,70
5,2,7,2003,March,45,0,50,5
5,2,8,2003,March,30,20,10,40
5,2,9,2003,March,40,0,30,30
5,2,10,2003,March,30,30,5,35
5,3,1,2003,March,10,10,20,60
5,3,2,2003,March,0,5,20,75
5,3,3,2003,March,10,30,30,30
5,3,4,2003,March,0,30,50,20
5,3,5,2003,March,5,20,40,35
5,3,6,2003,March,0,80,10,10
5,3,7,2003,March,0,0,10,90
5,3,8,2003,March,20,30,30,20
5,3,9,2003,March,0,20,0,80
5,3,10,2003,March,15,5,40,40
5,4,1,2003,March,20,40,10,30
5,4,2,2003,March,25,20,40,15
5,4,3,2003,March,10,10,25,55
5,4,4,2003,March,10,20,25,45
5,4,5,2003,March,30,30,0,40
5,4,6,2003,March,10,60,15,15
5,4,7,2003,March,0,30,30,40
5,4,8,2003,March,10,10,40,40
5,4,9,2003,March,0,10,20,70
5,4,10,2003,March,0,0,0,100
6,1,1,2003,March,35,0,45,20
6,1,2,2003,March,20,0,60,20
6,1,3,2003,March,30,15,40,15
6,1,4,2003,March,10,0,0,90
6,1,5,2003,March,0,0,5,95
6,1,6,2003,March,10,0,60,30
6,1,7,2003,March,20,0,5,75
6,1,8,2003,March,5,0,30,65
6,1,9,2003,March,10,0,60,30
6,1,10,2003,March,20,0,40,40
6,2,1,2003,March,70,0,0,30
6,2,2,2003,March,85,0,0,15
6,2,3,2003,March,75,5,0,20
6,2,4,2003,March,85,0,0,15
6,2,5,2003,March,80,0,0,20
6,2,6,2003,March,85,5,5,5
6,2,7,2003,March,75,10,0,15
6,2,8,2003,March,70,0,0,30
6,2,9,2003,March,70,15,0,15
6,2,10,2003,March,80,0,0,20
6,3,1,2003,March,30,10,25,35
6,3,2,2003,March,45,0,20,35
6,3,3,2003,March,70,0,15,15
6,3,4,2003,March,35,0,25,40
6,3,5,2003,March,40,0,20,40
6,3,6,2003,March,45,0,40,15
6,3,7,2003,March,25,10,40,25
6,3,8,2003,March,50,0,25,25
6,3,9,2003,March,55,0,15,30
6,3,10,2003,March,50,0,15,35
6,4,1,2003,March,45,0,0,55
6,4,2,2003,March,25,0,0,75
6,4,3,2003,March,50,0,20,30
6,4,4,2003,March,30,0,20,50
6,4,5,2003,March,40,0,20,40
6,4,6,2003,March,40,0,30,30
6,4,7,2003,March,35,0,50,15
6,4,8,2003,March,60,0,20,20
6,4,9,2003,March,70,0,0,30
6,4,10,2003,March,70,5,0,25
7,1,1,2003,March,20,0,15,65
7,1,2,2003,March,45,0,15,40
7,1,3,2003,March,55,0,15,30
7,1,4,2003,March,45,0,15,40
7,1,5,2003,March,20,0,20,60
7,1,6,2003,March,35,10,20,35
7,1,7,2003,March,40,0,25,35
7,1,8,2003,March,30,0,20,50
7,1,9,2003,March,40,10,15,35
7,1,10,2003,March,20,0,5,75
7,2,1,2003,March,45,0,25,30
7,2,2,2003,March,30,0,20,50
7,2,3,2003,March,25,0,30,45
7,2,4,2003,March,25,10,30,35
7,2,5,2003,March,15,0,30,55
7,2,6,2003,March,40,0,15,45
7,2,7,2003,March,30,0,20,50
7,2,8,2003,March,40,0,30,30
7,2,9,2003,March,35,0,40,25
7,2,10,2003,March,25,0,45,30
7,3,1,2003,March,35,0,20,45
7,3,2,2003,March,50,0,20,30
7,3,3,2003,March,10,10,0,80
7,3,4,2003,March,50,20,0,30
7,3,5,2003,March,40,0,35,25
7,3,6,2003,March,20,0,15,65
7,3,7,2003,March,10,10,20,60
7,3,8,2003,March,25,10,5,60
7,3,9,2003,March,0,5,15,80
7,3,10,2003,March,40,0,25,35
7,4,1,2003,March,45,10,5,40
7,4,2,2003,March,30,0,20,50
7,4,3,2003,March,50,10,0,40
7,4,4,2003,March,55,0,0,45
7,4,5,2003,March,30,0,10,60
7,4,6,2003,March,55,10,5,30
7,4,7,2003,March,35,0,5,60
7,4,8,2003,March,20,10,10,60
7,4,9,2003,March,30,20,0,50
7,4,10,2003,March,55,0,15,30
8,1,1,2003,March,65,0,15,20
8,1,2,2003,March,60,0,10,30
8,1,3,2003,March,55,0,15,30
8,1,4,2003,March,40,0,0,60
8,1,5,2003,March,10,0,20,70
8,1,6,2003,March,40,0,0,60
8,1,7,2003,March,30,0,0,70
8,1,8,2003,March,60,0,20,20
8,1,9,2003,March,55,0,25,20
8,1,10,2003,March,55,0,10,35
8,2,1,2003,March,60,0,0,40
8,2,2,2003,March,40,0,10,50
8,2,3,2003,March,70,0,0,30
8,2,4,2003,March,40,0,20,40
8,2,5,2003,March,65,0,10,25
8,2,6,2003,March,50,0,20,30
8,2,7,2003,March,60,0,15,25
8,2,8,2003,March,30,0,20,50
8,2,9,2003,March,50,0,30,20
8,2,10,2003,March,65,0,15,20
8,3,1,2003,March,60,0,10,30
8,3,2,2003,March,15,0,20,65
8,3,3,2003,March,15,0,15,70
8,3,4,2003,March,45,0,5,50
8,3,5,2003,March,35,0,15,50
8,3,6,2003,March,30,0,30,40
8,3,7,2003,March,40,0,20,40
8,3,8,2003,March,10,0,10,80
8,3,9,2003,March,35,0,30,35
8,3,10,2003,March,10,0,10,80
8,4,1,2003,March,40,0,20,40
8,4,2,2003,March,15,15,30,40
8,4,3,2003,March,20,0,20,60
8,4,4,2003,March,60,10,20,10
8,4,5,2003,March,20,0,20,60
8,4,6,2003,March,35,10,30,25
8,4,7,2003,March,20,0,30,50
8,4,8,2003,March,20,0,20,60
8,4,9,2003,March,30,20,20,30
8,4,10,2003,March,15,0,25,60
9,1,1,2003,March,10,0,20,70
9,1,2,2003,March,10,0,20,70
9,1,3,2003,March,10,0,20,70
9,1,4,2003,March,20,0,20,60
9,1,5,2003,March,35,0,20,45
9,1,6,2003,March,25,0,10,65
9,1,7,2003,March,15,0,15,70
9,1,8,2003,March,10,0,10,80
9,1,9,2003,March,15,0,20,65
9,1,10,2003,March,5,0,20,75
9,2,1,2003,March,10,0,20,70
9,2,2,2003,March,5,0,20,75
9,2,3,2003,March,30,0,30,40
9,2,4,2003,March,25,0,15,60
9,2,5,2003,March,5,0,30,65
9,2,6,2003,March,25,0,20,55
9,2,7,2003,March,20,0,20,60
9,2,8,2003,March,40,0,15,45
9,2,9,2003,March,5,0,20,75
9,2,10,2003,March,10,0,20,70
9,3,1,2003,March,30,0,10,60
9,3,2,2003,March,50,0,0,50
9,3,3,2003,March,40,0,0,60
9,3,4,2003,March,15,0,10,75
9,3,5,2003,March,20,0,10,70
9,3,6,2003,March,25,10,15,50
9,3,7,2003,March,10,0,15,75
9,3,8,2003,March,15,0,0,85
9,3,9,2003,March,50,0,10,40
9,3,10,2003,March,15,0,5,80
9,4,1,2003,March,10,0,0,90
9,4,2,2003,March,25,0,0,75
9,4,3,2003,March,10,0,0,90
9,4,4,2003,March,20,0,0,80
9,4,5,2003,March,30,0,0,70
9,4,6,2003,March,20,0,15,65
9,4,7,2003,March,40,0,0,60
9,4,8,2003,March,20,0,0,80
9,4,9,2003,March,20,0,10,70
9,4,10,2003,March,15,0,30,55
10,1,1,2003,March,10,0,50,40
10,1,2,2003,March,15,0,50,35
10,1,3,2003,March,10,0,60,30
10,1,4,2003,March,40,0,30,30
10,1,5,2003,March,25,0,45,30
10,1,6,2003,March,10,0,50,40
10,1,7,2003,March,15,0,60,25
10,1,8,2003,March,45,0,40,15
10,1,9,2003,March,25,0,40,35
10,1,10,2003,March,10,0,60,30
10,2,1,2003,March,25,0,30,45
10,2,2,2003,March,30,0,30,40
10,2,3,2003,March,5,10,40,45
10,2,4,2003,March,10,0,20,70
10,2,5,2003,March,10,0,60,30
10,2,6,2003,March,10,0,50,40
10,2,7,2003,March,15,0,50,35
10,2,8,2003,March,10,0,40,50
10,2,9,2003,March,10,0,50,40
10,2,10,2003,March,10,0,30,60
10,3,1,2003,March,30,0,40,30
10,3,2,2003,March,20,0,35,45
10,3,3,2003,March,30,0,50,20
10,3,4,2003,March,15,0,55,30
10,3,5,2003,March,10,0,30,60
10,3,6,2003,March,20,0,40,40
10,3,7,2003,March,20,0,20,60
10,3,8,2003,March,10,0,40,50
10,3,9,2003,March,10,0,40,50
10,3,10,2003,March,10,0,40,50
10,4,1,2003,March,20,0,50,30
10,4,2,2003,March,25,0,30,45
10,4,3,2003,March,20,0,30,50
10,4,4,2003,March,10,10,50,30
10,4,5,2003,March,5,5,60,30
10,4,6,2003,March,20,0,50,30
10,4,7,2003,March,20,0,55,25
10,4,8,2003,March,25,20,20,35
10,4,9,2003,March,30,0,30,40
10,4,10,2003,March,10,0,20,70
11,1,1,2003,March,75,0,0,25
11,1,2,2003,March,80,0,0,20
11,1,3,2003,March,40,0,50,10
11,1,4,2003,March,30,0,60,10
11,1,5,2003,March,60,0,25,15
11,1,6,2003,March,85,0,5,10
11,1,7,2003,March,70,0,15,15
11,1,8,2003,March,65,0,15,20
11,1,9,2003,March,80,0,0,20
11,1,10,2003,March,75,0,5,20
11,2,1,2003,March,45,0,50,5
11,2,2,2003,March,70,20,0,10
11,2,3,2003,March,70,0,10,20
11,2,4,2003,March,85,0,5,10
11,2,5,2003,March,60,0,25,15
11,2,6,2003,March,65,0,25,10
11,2,7,2003,March,55,0,20,25
11,2,8,2003,March,65,0,20,15
11,2,9,2003,March,75,0,0,25
11,2,10,2003,March,65,0,15,20
11,3,1,2003,March,50,0,0,50
11,3,2,2003,March,20,20,20,40
11,3,3,2003,March,20,0,0,80
11,3,4,2003,March,65,0,25,10
11,3,5,2003,March,20,70,0,10
11,3,6,2003,March,10,0,60,30
11,3,7,2003,March,60,0,0,40
11,3,8,2003,March,30,0,30,40
11,3,9,2003,March,40,0,0,60
11,3,10,2003,March,20,30,0,50
11,4,1,2003,March,40,0,0,60
11,4,2,2003,March,60,0,0,40
11,4,3,2003,March,60,0,0,40
11,4,4,2003,March,80,0,0,20
11,4,5,2003,March,55,0,0,45
11,4,6,2003,March,50,0,0,50
11,4,7,2003,March,60,0,0,40
11,4,8,2003,March,55,0,0,45
11,4,9,2003,March,60,0,0,40
11,4,10,2003,March,20,0,0,80
12,1,1,2003,March,25,0,40,35
12,1,2,2003,March,25,0,60,15
12,1,3,2003,March,10,0,60,30
12,1,4,2003,March,15,0,75,10
12,1,5,2003,March,10,0,75,15
12,1,6,2003,March,20,0,50,30
12,1,7,2003,March,10,0,60,30
12,1,8,2003,March,30,0,50,20
12,1,9,2003,March,30,0,50,20
12,1,10,2003,March,10,0,75,15
12,2,1,2003,March,20,0,50,30
12,2,2,2003,March,15,0,50,35
12,2,3,2003,March,10,0,30,60
12,2,4,2003,March,10,0,30,60
12,2,5,2003,March,20,0,40,40
12,2,6,2003,March,25,0,50,25
12,2,7,2003,March,10,0,40,50
12,2,8,2003,March,10,0,60,30
12,2,9,2003,March,10,0,60,30
12,2,10,2003,March,20,0,50,30
12,3,1,2003,March,30,0,30,40
12,3,2,2003,March,20,0,50,30
12,3,3,2003,March,10,0,30,60
12,3,4,2003,March,20,0,40,40
12,3,5,2003,March,20,0,40,40
12,3,6,2003,March,10,0,60,30
12,3,7,2003,March,20,0,50,30
12,3,8,2003,March,10,0,50,40
12,3,9,2003,March,5,5,60,30
12,3,10,2003,March,20,0,40,40
12,4,1,2003,March,20,40,20,20
12,4,2,2003,March,15,40,30,15
12,4,3,2003,March,25,0,50,25
12,4,4,2003,March,10,0,60,30
12,4,5,2003,March,10,0,60,30
12,4,6,2003,March,5,0,75,20
12,4,7,2003,March,5,0,75,20
12,4,8,2003,March,5,0,75,20
12,4,9,2003,March,5,0,75,20
12,4,10,2003,March,20,20,30,30
13,1,1,2003,March,10,0,15,75
13,1,2,2003,March,10,0,20,70
13,1,3,2003,March,15,0,15,70
13,1,4,2003,March,20,0,15,65
13,1,5,2003,March,10,0,10,80
13,1,6,2003,March,20,0,20,60
13,1,7,2003,March,60,0,0,40
13,1,8,2003,March,60,0,0,40
13,1,9,2003,March,20,10,10,60
13,1,10,2003,March,40,0,20,40
13,2,1,2003,March,70,0,10,20
13,2,2,2003,March,45,0,15,40
13,2,3,2003,March,30,0,40,30
13,2,4,2003,March,20,0,50,30
13,2,5,2003,March,20,0,40,40
13,2,6,2003,March,25,5,40,30
13,2,7,2003,March,25,0,30,45
13,2,8,2003,March,30,0,50,20
13,2,9,2003,March,40,0,30,30
13,2,10,2003,March,10,0,40,50
13,3,1,2003,March,30,0,30,40
13,3,2,2003,March,35,0,25,40
13,3,3,2003,March,25,0,15,60
13,3,4,2003,March,50,0,0,50
13,3,5,2003,March,25,0,20,55
13,3,6,2003,March,20,10,40,30
13,3,7,2003,March,40,0,30,30
13,3,8,2003,March,10,10,50,30
13,3,9,2003,March,10,0,50,40
13,3,10,2003,March,35,0,15,50
13,4,1,2003,March,45,0,40,15
13,4,2,2003,March,10,0,25,65
13,4,3,2003,March,50,0,20,30
13,4,4,2003,March,35,0,20,45
13,4,5,2003,March,40,0,30,30
13,4,6,2003,March,20,0,40,40
13,4,7,2003,March,30,0,30,40
13,4,8,2003,March,30,0,40,30
13,4,9,2003,March,15,0,60,25
13,4,10,2003,March,35,0,50,15
14,1,1,2003,March,25,0,0,75
14,1,2,2003,March,40,0,0,60
14,1,3,2003,March,10,0,0,90
14,1,4,2003,March,10,0,10,80
14,1,5,2003,March,20,0,0,80
14,1,6,2003,March,10,0,0,90
14,1,7,2003,March,20,0,0,80
14,1,8,2003,March,25,0,0,75
14,1,9,2003,March,5,0,0,95
14,1,10,2003,March,20,0,0,80
14,2,1,2003,March,60,0,0,40
14,2,2,2003,March,70,0,0,30
14,2,3,2003,March,50,0,0,50
14,2,4,2003,March,55,0,0,45
14,2,5,2003,March,80,0,0,20
14,2,6,2003,March,70,0,0,30
14,2,7,2003,March,75,0,0,25
14,2,8,2003,March,50,0,0,50
14,2,9,2003,March,50,0,0,50
14,2,10,2003,March,55,0,15,30
14,3,1,2003,March,55,0,20,25
14,3,2,2003,March,45,0,30,25
14,3,3,2003,March,40,0,20,40
14,3,4,2003,March,55,0,0,45
14,3,5,2003,March,60,10,0,30
14,3,6,2003,March,20,0,0,80
14,3,7,2003,March,40,0,30,30
14,3,8,2003,March,50,0,0,50
14,3,9,2003,March,55,0,30,15
14,3,10,2003,March,65,0,20,15
14,4,1,2003,March,50,0,30,20
14,4,2,2003,March,60,0,0,40
14,4,3,2003,March,60,0,20,20
14,4,4,2003,March,50,0,10,40
14,4,5,2003,March,60,0,20,20
14,4,6,2003,March,40,0,30,30
14,4,7,2003,March,80,0,0,20
14,4,8,2003,March,60,0,20,20
14,4,9,2003,March,30,0,50,20
14,4,10,2003,March,50,0,0,50
15,1,1,2003,March,40,0,0,60
15,1,2,2003,March,60,0,0,40
15,1,3,2003,March,60,0,0,40
15,1,4,2003,March,40,0,0,60
15,1,5,2003,March,40,20,0,40
15,1,6,2003,March,30,30,0,40
15,1,7,2003,March,35,5,0,60
15,1,8,2003,March,60,0,0,40
15,1,9,2003,March,40,0,0,60
15,1,10,2003,March,35,0,0,65
15,2,1,2003,March,40,0,0,60
15,2,2,2003,March,50,0,0,50
15,2,3,2003,March,30,30,0,40
15,2,4,2003,March,10,75,0,15
15,2,5,2003,March,40,20,0,40
15,2,6,2003,March,40,25,0,35
15,2,7,2003,March,40,30,0,30
15,2,8,2003,March,20,40,0,40
15,2,9,2003,March,10,20,0,70
15,2,10,2003,March,70,0,0,30
15,3,1,2003,March,70,0,0,30
15,3,2,2003,March,50,15,0,35
15,3,3,2003,March,40,0,0,60
15,3,4,2003,March,55,0,0,45
15,3,5,2003,March,70,0,0,30
15,3,6,2003,March,45,15,0,40
15,3,7,2003,March,50,25,0,25
15,3,8,2003,March,55,15,0,30
15,3,9,2003,March,50,0,0,50
15,3,10,2003,March,60,0,0,40
15,4,1,2003,March,80,0,0,20
15,4,2,2003,March,60,0,0,40
15,4,3,2003,March,80,0,0,20
15,4,4,2003,March,75,5,0,20
15,4,5,2003,March,80,0,0,20
15,4,6,2003,March,70,0,0,30
15,4,7,2003,March,80,0,0,20
15,4,8,2003,March,70,0,0,30
15,4,9,2003,March,80,0,0,20
15,4,10,2003,March,80,0,0,20
16,1,1,2003,March,70,0,15,15
16,1,2,2003,March,65,5,15,15
16,1,3,2003,March,50,0,20,30
16,1,4,2003,March,55,0,30,15
16,1,5,2003,March,45,0,40,15
16,1,6,2003,March,70,0,15,15
16,1,7,2003,March,20,0,50,30
16,1,8,2003,March,20,0,60,20
16,1,9,2003,March,70,0,15,15
16,1,10,2003,March,65,0,20,15
16,2,1,2003,March,65,0,15,20
16,2,2,2003,March,80,0,0,20
16,2,3,2003,March,80,0,0,20
16,2,4,2003,March,80,0,0,20
16,2,5,2003,March,75,5,10,10
16,2,6,2003,March,65,0,20,15
16,2,7,2003,March,65,0,0,35
16,2,8,2003,March,70,0,0,30
16,2,9,2003,March,70,0,0,30
16,2,10,2003,March,70,10,10,10
16,3,1,2003,March,30,0,40,30
16,3,2,2003,March,40,0,30,30
16,3,3,2003,March,40,0,20,40
16,3,4,2003,March,15,0,80,5
16,3,5,2003,March,15,0,50,35
16,3,6,2003,March,15,0,70,15
16,3,7,2003,March,40,0,50,10
16,3,8,2003,March,20,0,50,30
16,3,9,2003,March,40,0,40,20
16,3,10,2003,March,50,0,40,10
16,4,1,2003,March,40,0,20,40
16,4,2,2003,March,50,0,20,30
16,4,3,2003,March,20,0,20,60
16,4,4,2003,March,70,15,5,10
16,4,5,2003,March,50,5,20,25
16,4,6,2003,March,60,0,0,40
16,4,7,2003,March,60,0,20,20
16,4,8,2003,March,40,0,20,40
16,4,9,2003,March,50,0,10,40
16,4,10,2003,March,20,0,50,30
17,1,1,2003,March,40,10,50,0
17,1,2,2003,March,25,10,50,15
17,1,3,2003,March,40,0,60,0
17,1,4,2003,March,40,0,60,0
17,1,5,2003,March,30,20,50,0
17,1,6,2003,March,40,20,40,0
17,1,7,2003,March,50,0,50,0
17,1,8,2003,March,40,10,50,0
17,1,9,2003,March,20,0,60,20
17,1,10,2003,March,20,20,60,0
17,2,1,2003,March,40,10,40,10
17,2,2,2003,March,30,20,50,0
17,2,3,2003,March,40,10,50,0
17,2,4,2003,March,20,0,50,30
17,2,5,2003,March,20,30,30,20
17,2,6,2003,March,80,0,20,0
17,2,7,2003,March,60,0,40,0
17,2,8,2003,March,30,0,50,20
17,2,9,2003,March,50,0,30,20
17,2,10,2003,March,30,10,50,10
17,3,1,2003,March,80,20,0,0
17,3,2,2003,March,40,10,50,0
17,3,3,2003,March,35,15,50,0
17,3,4,2003,March,40,40,20,0
17,3,5,2003,March,35,10,40,15
17,3,6,2003,March,40,10,50,0
17,3,7,2003,March,35,5,30,30
17,3,8,2003,March,40,10,40,10
17,3,9,2003,March,50,20,30,0
17,3,10,2003,March,50,10,40,0
17,4,1,2003,March,35,0,50,15
17,4,2,2003,March,50,0,50,0
17,4,3,2003,March,60,0,40,0
17,4,4,2003,March,40,20,40,0
17,4,5,2003,March,45,0,50,5
17,4,6,2003,March,35,5,50,10
17,4,7,2003,March,50,0,50,0
17,4,8,2003,March,35,0,50,15
17,4,9,2003,March,20,10,50,20
17,4,10,2003,March,40,10,40,10
1,1,1,2022,October,85,10,0,5
1,1,2,2022,October,94,1,0,5
1,1,3,2022,October,90,5,0,5
1,1,4,2022,October,55,15,0,30
1,1,5,2022,October,55,10,0,35
1,1,6,2022,October,60,20,0,20
1,1,7,2022,October,20,15,0,65
1,1,8,2022,October,50,10,0,40
1,1,9,2022,October,35,30,0,35
1,1,10,2022,October,75,5,0,20
1,2,1,2022,October,25,20,0,55
1,2,2,2022,October,45,10,0,45
1,2,3,2022,October,45,30,0,25
1,2,4,2022,October,20,5,0,75
1,2,5,2022,October,45,10,0,45
1,2,6,2022,October,20,25,0,55
1,2,7,2022,October,25,15,0,60
1,2,8,2022,October,15,5,0,80
1,2,9,2022,October,20,10,0,70
1,2,10,2022,October,15,15,0,70
1,3,1,2022,October,75,10,0,15
1,3,2,2022,October,55,20,0,25
1,3,3,2022,October,5,5,0,90
1,3,4,2022,October,55,10,0,35
1,3,5,2022,October,65,5,0,30
1,3,6,2022,October,75,10,0,15
1,3,7,2022,October,85,5,0,10
1,3,8,2022,October,50,5,0,45
1,3,9,2022,October,75,10,0,15
1,3,10,2022,October,30,10,0,60
1,4,1,2022,October,45,10,0,45
1,4,2,2022,October,35,10,0,55
1,4,3,2022,October,10,10,0,80
1,4,4,2022,October,80,5,0,15
1,4,5,2022,October,60,10,0,30
1,4,6,2022,October,40,25,0,35
1,4,7,2022,October,60,15,0,25
1,4,8,2022,October,50,5,0,45
1,4,9,2022,October,35,10,0,55
1,4,10,2022,October,60,5,0,35
2,1,1,2022,October,60,20,0,20
2,1,2,2022,October,20,21,0,59
2,1,3,2022,October,39,20,0,41
2,1,4,2022,October,35,38,0,27
2,1,5,2022,October,35,39,0,26
2,1,6,2022,October,30,50,0,20
2,1,7,2022,October,30,40,0,30
2,1,8,2022,October,44,25,0,31
2,1,9,2022,October,22,42,0,36
2,1,10,2022,October,60,15,0,25
2,2,1,2022,October,10,19,30,41
2,2,2,2022,October,25,40,0,35
2,2,3,2022,October,25,55,0,20
2,2,4,2022,October,35,25,0,40
2,2,5,2022,October,54,30,0,16
2,2,6,2022,October,20,35,10,35
2,2,7,2022,October,45,55,0,0
2,2,8,2022,October,30,19,10,41
2,2,9,2022,October,60,5,0,35
2,2,10,2022,October,55,15,0,30
2,3,1,2022,October,54,10,0,36
2,3,2,2022,October,70,10,0,20
2,3,3,2022,October,69,10,0,21
2,3,4,2022,October,55,20,0,25
2,3,5,2022,October,49,20,0,31
2,3,6,2022,October,65,5,0,30
2,3,7,2022,October,59,15,0,26
2,3,8,2022,October,74,5,0,21
2,3,9,2022,October,22,22,0,56
2,3,10,2022,October,35,10,0,55
2,4,1,2022,October,75,10,0,15
2,4,2,2022,October,54,10,0,36
2,4,3,2022,October,50,10,0,40
2,4,4,2022,October,44,25,0,41
2,4,5,2022,October,55,25,0,20
2,4,6,2022,October,15,35,0,50
2,4,7,2022,October,45,20,0,35
2,4,8,2022,October,44,20,0,46
2,4,9,2022,October,20,25,0,55
2,4,10,2022,October,24,30,0,46
3,1,1,2022,October,25,20,35,20
3,1,2,2022,October,89,5,5,1
3,1,3,2022,October,80,15,5,0
3,1,4,2022,October,65,15,20,0
3,1,5,2022,October,55,5,5,35
3,1,6,2022,October,75,5,10,10
3,1,7,2022,October,15,10,20,55
3,1,8,2022,October,73,15,10,2
3,1,9,2022,October,55,10,5,30
3,1,10,2022,October,65,15,15,5
3,2,1,2022,October,43,2,20,35
3,2,2,2022,October,55,5,10,30
3,2,3,2022,October,45,5,5,45
3,2,4,2022,October,75,2,1,22
3,2,5,2022,October,60,5,2,33
3,2,6,2022,October,63,5,5,27
3,2,7,2022,October,53,2,10,35
3,2,8,2022,October,40,5,10,45
3,2,9,2022,October,43,5,10,42
3,2,10,2022,October,45,5,10,40
3,3,1,2022,October,30,10,25,35
3,3,2,2022,October,55,10,0,35
3,3,3,2022,October,48,2,5,45
3,3,4,2022,October,87,5,5,3
3,3,5,2022,October,75,3,1,21
3,3,6,2022,October,82,5,3,10
3,3,7,2022,October,70,20,5,5
3,3,8,2022,October,50,10,5,35
