Year,Elevation,Replicate,Pitfall trap,Anthia decemguttata,Stenocara dentata,Zophosis longicornis
2022,1300 W,3,2,1,1,0
2022,1300 W,3,4,0,4,1
2022,1300 W,3,5,1,0,0
2022,1300 W,3,6,1,0,1
2022,1300 W,3,7,1,0,0
2022,1300 W,3,8,0,0,1
2022,1300 W,3,9,0,0,1
2022,1300 W,4,1,3,1,0
2022,1300 W,4,2,2,3,0
2022,1300 W,4,4,2,0,1
2022,1300 W,4,5,0,0,1
2022,1300 W,4,6,1,1,1
2022,1300 W,4,7,1,0,1
2022,1300 W,4,8,2,1,3
2022,1300 W,4,9,3,0,0
2022,1300 W,4,10,4,0,1
2022,1500 W,1,4,2,0,1
2022,1500 W,1,5,3,0,0
2022,1500 W,1,6,1,0,0
2022,1500 W,1,7,1,0,0
2022,1500 W,1,10,1,0,0
2022,1500 W,2,1,1,0,1
2022,1500 W,2,2,3,0,0
2022,1500 W,2,3,0,1,1
2022,1500 W,2,4,0,5,3
2022,1500 W,2,5,2,0,1
2022,1500 W,2,6,3,2,0
2022,1500 W,2,7,3,0,2
2022,1500 W,2,8,5,0,0
2022,1500 W,2,9,2,0,0
2022,1500 W,2,10,1,0,4
2022,1500 W,3,2,1,1,0
2022,1500 W,3,3,0,0,4
2022,1500 W,3,4,0,2,1
2022,1500 W,3,5,0,0,2
2022,1500 W,3,6,2,0,1
2022,1500 W,3,7,0,0,2
2022,1500 W,3,8,3,2,3
2022,1500 W,3,9,1,0,1
2022,1500 W,4,2,1,0,1
2022,1500 W,4,4,1,1,6
2022,1500 W,4,5,2,0,1
2022,1500 W,4,6,1,1,1
2022,1500 W,4,7,2,1,1
2022,1500 W,4,8,3,0,0
2022,1500 W,4,9,1,0,1
2022,1500 W,4,10,2,0,0
2022,1700 W,1,1,0,3,2
2022,1700 W,1,2,1,1,1
2022,1700 W,1,6,0,3,0
2022,1700 W,1,7,0,0,2
2022,1700 W,1,9,1,5,0
2022,1700 W,1,10,0,3,0
2022,1700 W,2,1,0,3,0
2022,1700 W,2,2,1,1,0
2022,1700 W,2,3,0,7,0
2022,1700 W,2,5,0,4,2
2022,1700 W,2,6,0,1,0
2022,1700 W,2,7,1,1,0
2022,1700 W,2,8,1,1,0
2022,1700 W,2,9,0,5,0
2022,1700 W,2,10,1,0,0
2022,1700 W,3,1,0,5,5
2022,1700 W,3,2,2,2,0
2022,1700 W,3,3,0,1,0
2022,1700 W,3,4,0,4,1
2022,1700 W,3,5,1,4,0
2022,1700 W,3,6,1,1,0
2022,1700 W,3,7,0,4,0
2022,1700 W,3,8,0,2,0
2022,1700 W,3,10,0,1,2
2022,1700 W,4,1,0,1,0
2022,1700 W,4,2,1,0,0
2022,1700 W,4,3,0,3,1
2022,1700 W,4,5,0,0,4
2022,1700 W,4,6,0,0,1
2022,1700 W,4,7,0,1,0
2022,1700 W,4,9,2,0,0
2022,1700 W,4,10,1,0,0
2022,1900 W (Peak),1,1,1,0,0
2022,1900 W (Peak),1,5,1,0,0
2022,1900 W (Peak),1,6,1,0,0
2022,1900 W (Peak),1,8,2,0,0
2022,1900 W (Peak),4,7,1,0,0
2022,1900 W (Peak),4,8,1,0,0
2022,1700 E,1,1,1,0,0
2022,1700 E,1,2,2,2,0
2022,1700 E,1,3,0,6,1
2022,1700 E,1,4,0,0,1
2022,1700 E,1,5,0,2,2
2022,1700 E,1,6,1,3,1
2022,1700 E,1,7,1,3,3
2022,1700 E,1,8,1,6,1
2022,1700 E,1,9,3,5,1
2022,1700 E,1,10,3,12,0
2022,1700 E,2,1,0,10,1
2022,1700 E,2,2,0,2,3
2022,1700 E,2,3,0,2,1
2022,1700 E,2,4,0,3,0
2022,1700 E,2,5,1,0,0
2022,1700 E,2,7,1,0,0
2022,1700 E,2,8,0,2,0
2022,1700 E,2,9,0,5,0
2022,1700 E,2,10,0,2,0
2022,1700 E,3,1,0,5,0
2022,1700 E,3,2,1,2,0
2022,1700 E,3,3,0,0,1
2022,1700 E,3,4,0,4,0
2022,1700 E,3,5,0,2,0
2022,1700 E,3,6,0,7,0
2022,1700 E,3,7,0,3,1
2022,1700 E,3,9,0,1,1
2022,1700 E,4,1,0,7,0
2022,1700 E,4,2,0,3,0
2022,1700 E,4,3,0,0,1
2022,1700 E,4,5,0,5,1
2022,1700 E,4,6,0,2,0
2022,1700 E,4,7,0,4,2
2022,1700 E,4,9,0,6,0
2022,1700 E,4,10,0,4,0
2022,1500 E,1,2,2,0,2
2022,1500 E,1,3,0,2,0
2022,1500 E,1,4,0,0,1
2022,1500 E,1,5,1,0,0
2022,1500 E,1,6,1,0,4
2022,1500 E,1,7,0,0,1
2022,1500 E,1,8,0,0,1
2022,1500 E,1,9,0,0,2
2022,1500 E,1,10,1,1,1
2022,1500 E,2,1,2,7,6
2022,1500 E,2,2,0,1,2
2022,1500 E,2,4,0,2,2
2022,1500 E,2,5,1,3,1
2022,1500 E,2,6,1,2,0
2022,1500 E,2,7,2,0,5
2022,1500 E,2,8,0,3,7
2022,1500 E,2,9,3,2,2
2022,1500 E,2,10,0,1,0
2022,1500 E,3,1,0,3,3
2022,1500 E,3,2,0,2,0
2022,1500 E,3,3,0,1,1
2022,1500 E,3,4,0,3,1
2022,1500 E,3,5,0,3,0
2022,1500 E,3,6,0,2,0
2022,1500 E,3,8,0,2,0
2022,1500 E,3,9,0,1,0
2022,1500 E,4,1,0,5,2
2022,1500 E,4,2,0,3,0
2022,1500 E,4,5,1,4,1
2022,1500 E,4,7,0,4,0
2022,1500 E,4,8,0,0,1
2022,1100 E,1,3,0,0,1
2022,1100 E,1,4,0,0,1
2022,1100 E,1,5,2,0,2
2022,1100 E,1,6,0,0,1
2022,1100 E,1,9,0,0,1
2022,1100 E,1,10,1,0,1
2022,1100 E,2,1,1,0,1
2022,1100 E,2,2,2,0,1
2022,1100 E,2,4,1,0,2
2022,1100 E,2,5,2,0,1
2022,1100 E,2,6,1,0,0
2022,1100 E,2,7,1,0,0
2022,1100 E,2,9,1,0,4
2022,1100 E,2,10,0,0,3
2022,1100 E,3,4,1,0,2
2022,1100 E,3,5,0,0,1
2022,1100 E,3,7,2,0,2
2022,1100 E,3,9,1,0,0
2022,1100 E,4,6,1,0,0
2022,900 E,1,1,0,0,1
2022,900 E,1,2,1,0,0
2022,900 E,1,3,0,0,1
2022,900 E,1,5,0,0,1
2022,900 E,1,6,0,0,3
2022,900 E,1,8,0,0,3
2022,900 E,1,9,0,0,2
2022,900 E,1,10,1,0,0
2022,900 E,2,1,0,0,10
2022,900 E,2,2,0,0,2
2022,900 E,2,3,0,0,2
2022,900 E,2,5,0,0,4
2022,900 E,2,6,0,0,4
2022,900 E,2,7,0,0,1
2022,900 E,2,8,0,0,1
2022,900 E,2,9,0,0,1
2022,900 E,2,10,2,0,4
2022,900 E,3,2,0,0,1
2022,900 E,3,4,0,0,1
2022,900 E,3,6,0,0,1
2022,900 E,3,8,0,0,1
2022,900 E,3,9,0,0,2
2022,900 E,4,2,0,0,1
2022,900 E,4,3,0,0,1
2022,900 E,4,4,0,0,3
2022,900 E,4,5,0,0,1
2022,900 E,4,6,0,0,1
2022,900 E,4,7,2,0,0
2022,900 E,4,8,0,0,6
2022,900 E,4,9,0,0,1
2022,500 E,1,1,0,1,0
2022,500 E,1,3,0,2,3
2022,500 E,1,6,0,1,0
2022,500 E,1,8,0,1,0
2022,500 E,1,9,0,3,0
2022,500 E,1,10,0,1,0
2022,500 E,2,1,0,0,1
2022,500 E,2,2,0,0,1
2022,500 E,2,3,0,2,0
2022,500 E,2,6,0,2,0
2022,500 E,2,10,0,0,1
2022,500 E,3,1,0,0,1
2022,500 E,3,2,0,0,1
2022,500 E,3,3,0,0,3
2022,500 E,3,4,0,1,2
2022,500 E,3,7,0,1,0
2022,500 E,3,8,0,0,3
2022,500 E,3,9,0,0,1
2022,500 E,4,3,0,2,1
2022,500 E,4,6,0,1,0
2022,500 E,4,7,0,0,1
2022,500 E,4,8,0,0,1
2023,0  W,3,2,0,1,0
2023,200 W,1,6,0,0,1
2023,200 W,2,2,0,0,1
2023,200 W,2,4,0,0,2
2023,200 W,2,6,0,0,3
2023,200 W,2,8,0,0,1
2023,200 W,2,9,0,0,3
2023,200 W,3,4,0,0,1
2023,200 W,3,5,0,0,1
2023,200 W,4,5,0,0,1
2023,200 W,4,7,0,0,1
2023,200 W,4,10,0,0,2
2023,300 W,1,1,5,1,3
2023,300 W,1,2,0,1,2
2023,300 W,1,4,2,0,0
2023,300 W,1,5,2,0,2
2023,300 W,1,6,3,0,1
2023,300 W,1,8,2,0,0
2023,300 W,1,9,0,1,2
2023,300 W,1,10,0,0,1
2023,300 W,2,3,0,4,0
2023,300 W,2,4,0,0,1
2023,300 W,2,5,0,1,0
2023,300 W,2,10,0,1,0
2023,300 W,3,1,0,0,1
2023,300 W,3,3,0,0,2
2023,300 W,3,4,0,1,0
2023,300 W,3,5,0,0,2
2023,300 W,3,8,0,0,1
2023,300 W,3,9,1,0,0
2023,300 W,4,1,0,0,2
2023,300 W,4,3,0,0,2
2023,300 W,4,5,0,0,1
2023,300 W,4,6,0,1,0
2023,300 W,4,7,0,0,1
2023,300 W,4,8,0,0,1
2023,500 W,1,1,0,0,1
2023,500 W,1,3,0,0,1
2023,500 W,1,10,0,0,1
2023,500 W,2,2,0,0,1
2023,500 W,2,3,0,0,2
2023,500 W,2,4,0,0,1
2023,500 W,2,5,0,0,1
2023,500 W,2,6,0,0,1
2023,500 W,3,2,0,0,2
2023,500 W,3,4,1,0,1
2023,500 W,3,6,0,0,2
2023,500 W,3,10,1,0,3
2023,500 W,4,3,0,0,1
2023,500 W,4,10,1,0,0
2023,700 W,1,1,0,0,1
2023,700 W,1,3,1,0,0
2023,700 W,1,4,0,0,1
2023,700 W,1,5,2,0,4
2023,700 W,1,6,0,0,3
2023,700 W,1,7,0,0,1
2023,700 W,2,3,0,0,3
2023,700 W,2,4,0,0,1
2023,700 W,2,5,0,0,1
2023,700 W,2,7,0,0,1
2023,700 W,2,8,0,0,2
2023,700 W,4,2,0,0,1
2023,700 W,4,3,0,0,2
2023,700 W,4,8,0,0,1
2023,700 W,4,10,0,0,1
2023,900 W,1,1,1,0,0
2023,900 W,1,2,0,0,1
2023,900 W,1,3,0,0,1
2023,900 W,1,5,1,0,0
2023,900 W,1,8,3,0,0
2023,900 W,1,10,0,0,1
2023,900 W,2,1,0,0,1
2023,900 W,2,10,0,0,2
2023,900 W,3,1,1,0,1
2023,900 W,3,5,1,0,0
2023,900 W,3,9,1,0,3
2023,900 W,3,10,2,0,0
2023,900 W,4,2,0,0,3
2023,900 W,4,3,0,0,4
2023,900 W,4,4,0,0,4
2023,900 W,4,5,0,0,2
2023,900 W,4,6,1,0,3
2023,900 W,4,8,0,0,2
2023,1100 W,1,1,3,0,0
2023,1100 W,1,3,2,1,0
2023,1100 W,1,4,4,0,0
2023,1100 W,1,5,1,0,0
2023,1100 W,1,7,1,0,0
2023,1100 W,1,8,1,0,3
2023,1100 W,1,9,1,0,0
2023,1100 W,1,10,0,1,0
2023,1100 W,2,1,0,1,2
2023,1100 W,2,2,4,0,1
2023,1100 W,2,3,1,1,0
2023,1100 W,2,4,0,1,0
2023,1100 W,2,5,0,1,0
2023,1100 W,2,6,0,1,1
2023,1100 W,2,7,1,2,2
2023,1100 W,2,8,3,1,0
2023,1100 W,2,9,5,0,0
2023,1100 W,2,10,1,0,4
2023,1100 W,3,1,4,0,0
2023,1100 W,3,3,2,2,5
2023,1100 W,3,4,6,2,0
2023,1100 W,3,5,2,1,0
2023,1100 W,3,6,3,1,0
2023,1100 W,3,7,3,0,3
2023,1100 W,3,8,3,0,0
2023,1100 W,3,9,3,1,8
2023,1100 W,3,10,5,1,1
2023,1100 W,4,1,1,2,14
2023,1100 W,4,2,2,1,1
2023,1100 W,4,3,1,0,5
2023,1100 W,4,4,4,0,2
2023,1100 W,4,5,3,1,4
2023,1100 W,4,6,1,2,7
2023,1100 W,4,7,0,0,1
2023,1100 W,4,8,0,0,1
2023,1100 W,4,9,0,1,0
2023,1100 W,4,10,0,0,4
2023,1300 W,2,7,1,0,0
2023,1300 W,3,3,1,0,0
2023,1300 W,3,8,1,0,0
2023,1300 W,3,9,0,1,0
2023,1300 W,3,10,1,2,0
2023,1300 W,4,1,1,0,0
2023,1300 W,4,2,1,0,0
2023,1300 W,4,3,2,1,1
2023,1300 W,4,5,2,2,0
2023,1300 W,4,6,1,0,0
2023,1300 W,4,7,0,1,1
2023,1300 W,4,8,3,0,0
2023,1300 W,4,9,2,1,0
2023,1300 W,4,10,2,0,0
2023,1500 W,1,5,1,0,0
2023,1500 W,2,1,3,3,0
2023,1500 W,2,2,1,3,0
2023,1500 W,2,3,2,0,0
2023,1500 W,2,4,1,2,0
2023,1500 W,2,6,1,1,0
2023,1500 W,2,7,1,0,0
2023,1500 W,2,8,0,0,1
2023,1500 W,2,9,2,0,0
2023,1500 W,3,1,4,1,0
2023,1500 W,3,2,3,0,0
2023,1500 W,3,3,1,0,1
2023,1500 W,3,4,1,0,0
2023,1500 W,3,5,3,0,0
2023,1500 W,3,6,1,0,0
2023,1500 W,3,10,0,0,1
2023,1500 W,4,1,1,0,0
2023,1500 W,4,4,2,0,0
2023,1500 W,4,6,0,1,0
2023,1500 W,4,7,1,0,0
2023,1500 W,4,10,1,0,0
2023,1700 W,1,1,0,1,0
2023,1700 W,1,2,0,1,0
2023,1700 W,1,3,0,1,1
2023,1700 W,1,5,1,5,1
2023,1700 W,1,6,0,1,1
2023,1700 W,1,7,0,2,0
2023,1700 W,1,8,1,2,0
2023,1700 W,1,9,1,1,0
2023,1700 W,1,10,1,2,1
2023,1700 W,2,1,0,1,1
2023,1700 W,2,5,0,0,1
2023,1700 W,2,6,1,2,0
2023,1700 W,2,7,2,2,0
2023,1700 W,2,8,3,4,2
2023,1700 W,2,9,0,2,0
2023,1700 W,2,10,0,2,0
2023,1700 W,3,1,1,2,0
2023,1700 W,3,2,0,3,0
2023,1700 W,3,3,0,1,0
2023,1700 W,3,4,0,0,2
2023,1700 W,3,5,0,2,0
2023,1700 W,3,7,0,1,1
2023,1700 W,3,8,0,2,0
2023,1700 W,3,9,1,1,1
2023,1700 W,3,10,2,1,0
2023,1700 W,4,1,0,3,0
2023,1700 W,4,2,2,2,0
2023,1700 W,4,3,3,0,1
2023,1700 W,4,4,1,0,0
2023,1700 W,4,6,2,0,0
2023,1700 W,4,7,0,1,1
2023,1700 W,4,8,1,0,0
2023,1700 W,4,9,0,3,0
2023,1700 W,4,10,0,1,0
2023,1700 E,1,1,0,0,1
2023,1700 E,1,2,1,2,1
2023,1700 E,1,3,0,4,1
2023,1700 E,1,4,2,4,0
2023,1700 E,1,5,2,1,1
2023,1700 E,1,6,0,2,0
2023,1700 E,1,7,0,4,0
2023,1700 E,1,8,3,2,0
2023,1700 E,2,1,0,6,0
2023,1700 E,2,2,0,4,1
2023,1700 E,2,4,0,2,0
2023,1700 E,2,6,0,2,0
2023,1700 E,2,7,0,11,2
2023,1700 E,3,1,0,1,0
2023,1700 E,3,2,0,1,0
2023,1700 E,3,5,0,3,0
2023,1700 E,3,6,0,2,1
2023,1700 E,3,7,0,2,0
2023,1700 E,3,8,0,2,0
2023,1700 E,4,1,0,4,0
2023,1700 E,4,3,0,1,0
2023,1700 E,4,4,0,1,0
2023,1700 E,4,5,0,1,0
2023,1700 E,4,7,0,3,1
2023,1700 E,4,8,0,5,0
2023,1700 E,4,10,0,1,0
2023,1500 E,1,2,2,0,0
2023,1500 E,1,3,1,1,0
2023,1500 E,1,9,0,0,4
2023,1500 E,2,1,1,0,0
2023,1500 E,2,2,0,0,1
2023,1500 E,2,3,1,0,1
2023,1500 E,2,4,0,0,1
2023,1500 E,2,5,1,2,0
2023,1500 E,2,6,0,1,0
2023,1500 E,2,8,1,0,0
2023,1500 E,2,9,0,0,2
2023,1500 E,2,10,0,0,2
2023,1500 E,3,3,0,2,0
2023,1500 E,3,5,0,1,0
2023,1500 E,3,8,0,4,0
2023,1500 E,3,9,0,0,1
2023,1500 E,3,10,0,1,1
2023,1500 E,4,2,0,2,0
2023,1500 E,4,3,0,2,0
2023,1500 E,4,4,0,2,1
2023,1500 E,4,5,0,1,0
2023,1500 E,4,6,0,2,0
2023,1100 E,1,5,0,0,1
2023,1100 E,1,7,0,0,1
2023,1100 E,1,8,0,0,1
2023,1100 E,2,8,1,0,2
2023,1100 E,3,7,0,0,1
2023,900 E,1,6,0,0,3
2023,900 E,1,10,1,0,0
2023,900 E,2,1,0,0,1
2023,900 E,2,2,1,0,1
2023,900 E,2,3,0,0,3
2023,900 E,2,4,0,0,4
2023,900 E,2,6,0,0,2
2023,900 E,2,8,0,0,2
2023,900 E,2,9,0,0,1
2023,900 E,3,2,3,0,0
2023,900 E,3,4,2,0,7
2023,900 E,3,5,1,0,0
2023,900 E,3,6,1,0,4
2023,900 E,3,9,1,0,1
2023,900 E,4,2,0,0,1
2023,900 E,4,3,0,0,7
2023,900 E,4,5,0,0,1
2023,900 E,4,6,0,0,1
2023,900 E,4,7,3,0,11
2023,900 E,4,8,0,0,5
2023,500 E,1,3,0,4,0
2023,500 E,1,4,0,1,0
2023,500 E,1,7,0,1,0
2023,500 E,2,2,0,0,1
2023,500 E,2,3,0,0,1
2023,500 E,2,5,0,2,0
2023,500 E,2,6,0,4,2
2023,500 E,2,7,0,2,0
2023,500 E,2,8,0,2,1
2023,500 E,2,9,0,2,0
2023,500 E,3,7,0,0,1
2023,500 E,4,1,0,1,0
2023,500 E,4,4,0,2,0
2023,500 E,4,10,0,2,0
